날짜,노원구,은평구,서대문구,서초구,강남구,송파구
2025-03-24,97.256107978993,97.102467533486,92.133230040098,87.254064009189,85.655916065343,82.88501315094
2025-03-31,97.251376612388,97.259764437496,92.195103906196,87.550312051073,86.150019851888,83.055899539039
2025-04-07,97.249023596966,97.281798661411,92.228013659254,87.854720455432,86.505236791112,83.225266055255
2025-04-14,97.19345272333,97.286818122204,92.280344258087,88.023770620167,86.846321329609,83.436465091625
2025-04-21,97.196141900639,97.308222094874,92.333895587599,88.38927370529,87.455405378625,83.652274384451
2025-04-28,97.16739880254,97.318987921578,92.34131301968,88.74407619029,87.918592950677,83.834894101459
2025-05-05,97.16394238849,97.326768420524,92.37271418684,88.944579193533,88.121902406538,83.871060758708
2025-05-12,97.151587178208,97.383488275915,92.441884212858,89.72693582244,88.37049751369,84.115560351098
2025-05-19,97.125734989053,97.409650028265,92.546514957896,90.374367911004,88.421437694552,84.38035738376
2025-05-26,97.121811994969,97.426915350032,92.633627808707,90.921614226053,89.234388781491,84.695080438812
2025-06-02,97.130389121853,97.475645705263,92.749324532055,91.441552972768,89.804366448227,85.196021705791
2025-06-09,97.171786746513,97.520724227929,92.912272492509,92.171815449581,90.742290374919,85.801992028881
2025-06-16,97.190762150403,97.705128679394,93.411464273649,92.572746747698,91.585679275736,86.647722255743
2025-06-23,97.34955604003,97.808749137623,93.743612996522,93.054043762903,92.166382550251,87.509435083643
2025-06-30,97.453723561897,97.928668433974,93.93435492496,93.373425717913,92.399370896336,87.686582980077
2025-07-07,97.545459751347,97.936363043784,94.098780542312,93.638285653296,92.789525530417,87.995043527205
2025-07-14,97.624676630435,97.956643522145,94.445453746806,93.772298950426,92.972023348338,88.406823267519
2025-07-21,97.694769768506,98.021961383661,94.690111503662,93.909774355517,93.218162770735,88.783819410268
2025-07-28,97.715329529217,98.046283823704,94.717498692255,94.070096871363,93.452120330388,89.118876230155
